UF;COD. UF;COD. MUNIC;MUNICIPIO;POPULAÇÃO ESTIMADA
PA;15;2806;Curralinho;35530
PI;22;3255;Curralinhos;4475
PA;15;2855;Curuá;14776
PA;15;2905;Curuçá;41093
MA;21;3703;Cururupu;32559
MT;51;3437;Curvelândia;5267
MG;31;20904;Curvelo;81085
PE;26;5103;Custódia;37633
AP;16;212;Cutias;6217
GO;52;6701;Damianópolis;3302
PB;25;5352;Damião;5409
GO;52;6800;Damolândia;2944
TO;17;6506;Darcinópolis;6250
BA;29;10008;Dário Meira;10347
MG;31;21001;Datas;5431
RS;43;6304;David Canabarro;4732
GO;52;6909;Davinópolis;2094
MA;21;3752;Davinópolis;12923
MG;31;21100;Delfim Moreira;8007
MG;31;21209;Delfinópolis;7146
AL;27;2405;Delmiro Gouveia;52501
MG;31;21258;Delta;10994
PI;22;3305;Demerval Lobão;13862
MT;51;3452;Denise;9626
MS;50;3454;Deodápolis;13043
CE;23;4269;Deputado Irapuan Pinheiro;9698
RS;43;6320;Derrubadas;2718
SP;35;13702;Descalvado;34097
SC;42;4905;Descanso;8136
MG;31;21308;Descoberto;5044
PB;25;5402;Desterro;8332
MG;31;21407;Desterro de Entre Rios;7266
MG;31;21506;Desterro do Melo;2867
RS;43;6353;Dezesseis de Novembro;2331
SP;35;13801;Diadema;429550
PB;25;5600;Diamante;6506
PR;41;7108;Diamante do Norte;4975
PR;41;7124;Diamante do Sul;3409
PR;41;7157;Diamante D'Oeste;5279
MG;31;21605;Diamantina;47924
MT;51;3502;Diamantino;22311
TO;17;7009;Dianópolis;22704
BA;29;10057;Dias d'Ávila;83705
RS;43;6379;Dilermando de Aguiar;2991
MG;31;21704;Diogo de Vasconcelos;3779
MG;31;21803;Dionísio;7493
SC;42;5001;Dionísio Cerqueira;15592
GO;52;7105;Diorama;2477
SP;35;13850;Dirce Reis;1805
PI;22;3354;Dirceu Arcoverde;7046
SE;28;2007;Divina Pastora;5290
MG;31;21902;Divinésia;3430
MG;31;22009;Divino;20020
MG;31;22108;Divino das Laranjeiras;4969
ES;32;1803;Divino de São Lourenço;4236
SP;35;13900;Divinolândia;11027
MG;31;22207;Divinolândia de Minas;7655
MG;31;22306;Divinópolis;242505
GO;52;8301;Divinópolis de Goiás;4701
TO;17;7108;Divinópolis do Tocantins;6986
MG;31;22355;Divisa Alegre;6946
MG;31;22405;Divisa Nova;6039
MG;31;22454;Divisópolis;11396
SP;35;14007;Dobrada;9088
SP;35;14106;Dois Córregos;27704
RS;43;6403;Dois Irmãos;33547
RS;43;6429;Dois Irmãos das Missões;1992
MS;50;3488;Dois Irmãos do Buriti;11547
TO;17;7207;Dois Irmãos do Tocantins;7173
RS;43;6452;Dois Lajeados;3410
AL;27;2504;Dois Riachos;11059
PR;41;7207;Dois Vizinhos;41424
SP;35;14205;Dolcinópolis;2108
MT;51;3601;Dom Aquino;8087
BA;29;10107;Dom Basílio;12281
MG;31;22470;Dom Bosco;3635
MG;31;22504;Dom Cavati;5025
PA;15;2939;Dom Eliseu;61206
PI;22;3404;Dom Expedito Lopes;6940
RS;43;6502;Dom Feliciano;15556
PI;22;3453;Dom Inocêncio;9574
MG;31;22603;Dom Joaquim;4436
BA;29;10206;Dom Macedo Costa;4072
RS;43;6601;Dom Pedrito;38222
MA;21;3802;Dom Pedro;23393
RS;43;6551;Dom Pedro de Alcântara;2520
MG;31;22702;Dom Silvério;5227
MG;31;22801;Dom Viçoso;2992
ES;32;1902;Domingos Martins;34120
PI;22;3420;Domingos Mourão;4352
SC;42;5100;Dona Emma;4224
MG;31;22900;Dona Euzébia;6664
RS;43;6700;Dona Francisca;2958
PB;25;5709;Dona Inês;10375
MG;31;23007;Dores de Campos;10291
MG;31;23106;Dores de Guanhães;5139
MG;31;23205;Dores do Indaiá;13373
ES;32;2009;Dores do Rio Preto;6793
MG;31;23304;Dores do Turvo;4202
MG;31;23403;Doresópolis;1539
PE;26;5152;Dormentes;19246
MS;50;3504;Douradina;6025
PR;41;7256;Douradina;8988
SP;35;14304;Dourado;8883
MG;31;23502;Douradoquara;1915
MS;50;3702;Dourados;227990
PR;41;7306;Doutor Camargo;5987
RS;43;6734;Doutor Maurício Cardoso;4380
SC;42;5159;Doutor Pedrinho;4164
RS;43;6759;Doutor Ricardo;1967
RN;24;3202;Doutor Severiano;7068
PR;41;28633;Doutor Ulysses;5525
GO;52;7253;Doverlândia;7174
SP;35;14403;Dracena;47287
SP;35;14502;Duartina;12421
RJ;33;1603;Duas Barras;11563
PB;25;5808;Duas Estradas;3569
TO;17;7306;Dueré;4686
SP;35;14601;Dumont;10174
MA;21;3901;Duque Bacelar;11451
RJ;33;1702;Duque de Caxias;929449
MG;31;23528;Durandé;7898
SP;35;14700;Echaporã;6026
ES;32;2108;Ecoporanga;22748
GO;52;7352;Edealina;3678
GO;52;7402;Edéia;12559
AM;13;1407;Eirunepé;36121
MS;50;3751;Eldorado;12447
SP;35;14809;Eldorado;15592
PA;15;2954;Eldorado do Carajás;34069
RS;43;6767;Eldorado do Sul;42490
PI;22;3503;Elesbão Veloso;14550
SP;35;14908;Elias Fausto;18095
PI;22;3602;Eliseu Martins;4943
SP;35;14924;Elisiário;3742
BA;29;10305;Elísio Medrado;8129
MG;31;23601;Elói Mendes;28556
PB;25;5907;Emas;3556
SP;35;14957;Embaúba;2446
SP;35;15004;Embu das Artes;279264
SP;35;15103;Embu-Guaçu;70402
SP;35;15129;Emilianópolis;3238
RS;43;6809;Encantado;23047
RN;24;3301;Encanto;5697
BA;29;10404;Encruzilhada;15914
RS;43;6908;Encruzilhada do Sul;26039
PR;41;7405;Enéas Marques;5906
PR;41;7504;Engenheiro Beltrão;13962
MG;31;23700;Engenheiro Caldas;11268
SP;35;15152;Engenheiro Coelho;21712
MG;31;23809;Engenheiro Navarro;7240
RJ;33;1801;Engenheiro Paulo de Frontin;14138
RS;43;6924;Engenho Velho;932
MG;31;23858;Entre Folhas;5383
BA;29;10503;Entre Rios;42014
SC;42;5175;Entre Rios;3232
MG;31;23908;Entre Rios de Minas;15458
PR;41;7538;Entre Rios do Oeste;4651
RS;43;6957;Entre Rios do Sul;2724
RS;43;6932;Entre-Ijuís;8350
AM;13;1506;Envira;20748
AC;12;252;Epitaciolândia;18979
RN;24;3400;Equador;6064
RS;43;6973;Erebango;2978
RS;43;7005;Erechim;107368
CE;23;4277;Ereré;7254
BA;29;504;Érico Cardoso;10513
SC;42;5191;Ermo;2059
RS;43;7054;Ernestina;3171
RS;43;7203;Erval Grande;4780
RS;43;7302;Erval Seco;6697
SC;42;5209;Erval Velho;4423
MG;31;24005;Ervália;19019
PE;26;5202;Escada;69701
RS;43;7401;Esmeralda;3291
MG;31;24104;Esmeraldas;72512
MG;31;24203;Espera Feliz;25287
PB;25;6004;Esperança;33386
RS;43;7450;Esperança do Sul;2846
PR;41;7520;Esperança Nova;1633
PI;22;3701;Esperantina;39953
TO;17;7405;Esperantina;11280
MA;21;4008;Esperantinópolis;16971
PR;41;7546;Espigão Alto do Iguaçu;3980
RO;11;98;Espigão D'Oeste;33009
MG;31;24302;Espinosa;31603
RN;24;3509;Espírito Santo;10463
MG;31;24401;Espírito Santo do Dourado;4728
SP;35;15186;Espírito Santo do Pinhal;44607
SP;35;15194;Espírito Santo do Turvo;4926
BA;29;10602;Esplanada;37902
RS;43;7500;Espumoso;15594
RS;43;7559;Estação;5924
SE;28;2106;Estância;69919
RS;43;7609;Estância Velha;51292
RS;43;7708;Esteio;83352
MG;31;24500;Estiva;11416
SP;35;57303;Estiva Gerbi;11507
MA;21;4057;Estreito;43097
RS;43;7807;Estrela;34669
MG;31;24609;Estrela Dalva;2308
AL;27;2553;Estrela de Alagoas;18304
MG;31;24708;Estrela do Indaiá;3483
GO;52;7501;Estrela do Norte;3253
SP;35;15301;Estrela do Norte;2774
MG;31;24807;Estrela do Sul;8057
SP;35;15202;Estrela d'Oeste;8420
RS;43;7815;Estrela Velha;3646
BA;29;10701;Euclides da Cunha;61112
SP;35;15350;Euclides da Cunha Paulista;9280
RS;43;7831;Eugênio de Castro;2310
MG;31;24906;Eugenópolis;11383
BA;29;10727;Eunápolis;115360
CE;23;4285;Eusébio;55035
MG;31;25002;Ewbank da Câmara;3932
MG;31;25101;Extrema;37649
RN;24;3608;Extremoz;29282
PE;26;5301;Exu;31709
PB;25;6103;Fagundes;11180
RS;43;7864;Fagundes Varela;2750
GO;52;7535;Faina;6527
MG;31;25200;Fama;2374
MG;31;25309;Faria Lemos;3202
CE;23;4301;Farias Brito;19330
PA;15;3002;Faro;6949
PR;41;7553;Farol;2995
RS;43;7906;Farroupilha;73758
SP;35;15400;Fartura;16102
PI;22;3750;Fartura do Piauí;5330
BA;29;10750;Fátima;17801
TO;17;7553;Fátima;3824
MS;50;3801;Fátima do Sul;19152
PR;41;7603;Faxinal;17379
RS;43;8003;Faxinal do Soturno;6651
SC;42;5308;Faxinal dos Guedes;10630
RS;43;8052;Faxinalzinho;2256
GO;52;7600;Fazenda Nova;5471
PR;41;7652;Fazenda Rio Grande;103750
RS;43;8078;Fazenda Vilanova;4680
AC;12;302;Feijó;34986
BA;29;10776;Feira da Mata;5656
BA;29;10800;Feira de Santana;624107
AL;27;2603;Feira Grande;22192
PE;26;5400;Feira Nova;22360
SE;28;2205;Feira Nova;5617
MA;21;4073;Feira Nova do Maranhão;8506
MG;31;25408;Felício dos Santos;4656
RN;24;3707;Felipe Guerra;6009
MG;31;25606;Felisburgo;7548
MG;31;25705;Felixlândia;15528
RS;43;8102;Feliz;13728
AL;27;2702;Feliz Deserto;4803
MT;51;3700;Feliz Natal;14847
PR;41;7702;Fênix;4734
PR;41;7736;Fernandes Pinheiro;5561
MG;31;25804;Fernandes Tourinho;3500
PE;26;5459;Fernando de Noronha;3140
MA;21;4081;Fernando Falcão;10559
RN;24;3756;Fernando Pedroza;3081
SP;35;15608;Fernando Prestes;5805
SP;35;15509;Fernandópolis;69680
SP;35;15657;Fernão;1739
SP;35;15707;Ferraz de Vasconcelos;198661
AP;16;238;Ferreira Gomes;8151
PE;26;5509;Ferreiros;12216
MG;31;25903;Ferros;9576
MG;31;25952;Fervedouro;11100
PR;41;7751;Figueira;7625
MS;50;3900;Figueirão;3066
TO;17;7652;Figueirópolis;5222
MT;51;3809;Figueirópolis D'Oeste;3411
BA;29;10859;Filadélfia;16314
TO;17;7702;Filadélfia;8892
BA;29;10909;Firmino Alves;5641
GO;52;7808;Firminópolis;13604
AL;27;2801;Flexeiras;12823
PR;41;7850;Flor da Serra do Sul;4583
SC;42;5357;Flor do Sertão;1575
SP;35;15806;Flora Rica;1397
PR;41;7801;Floraí;4883
RN;24;3806;Florânia;9772
SP;35;15905;Floreal;2884
PE;26;5608;Flores;22612
RS;43;8201;Flores da Cunha;31352
GO;52;7907;Flores de Goiás;17415
PI;22;3800;Flores do Piauí;4461
PE;26;5707;Floresta;33488
PR;41;7900;Floresta;6926
BA;29;11006;Floresta Azul;10525
PA;15;3044;Floresta do Araguaia;20742
PI;22;3859;Floresta do Piauí;2561
MG;31;26000;Florestal;7602
PR;41;8007;Florestópolis;10360
PI;22;3909;Floriano;60111
RS;43;8250;Floriano Peixoto;1709
SC;42;5407;Florianópolis;516524
PR;41;8106;Flórida;2709
SP;35;16002;Flórida Paulista;14936
SP;35;16101;Florínea;2631
AM;13;1605;Fonte Boa;16409
RS;43;8300;Fontoura Xavier;10181
MG;31;26109;Formiga;67956
RS;43;8409;Formigueiro;6569
GO;52;8004;Formosa;125705
MA;21;4099;Formosa da Serra Negra;19425
PR;41;8205;Formosa do Oeste;6345
BA;29;11105;Formosa do Rio Preto;26111
SC;42;5431;Formosa do Sul;2481
GO;52;8103;Formoso;4098
MG;31;26208;Formoso;9810
TO;17;8205;Formoso do Araguaia;18358
RS;43;8433;Forquetinha;2389
CE;23;4350;Forquilha;24680
SC;42;5456;Forquilhinha;27621
CE;23;4400;Fortaleza;2703391
MG;31;26307;Fortaleza de Minas;4460
MA;21;4107;Fortaleza dos Nogueiras;12662
RS;43;8458;Fortaleza dos Valos;4252
CE;23;4459;Fortim;16776
MA;21;4206;Fortuna;17812
MG;31;26406;Fortuna de Minas;2986
PR;41;8304;Foz do Iguaçu;257971
PR;41;8452;Foz do Jordão;4466
SC;42;5506;Fraiburgo;36723
SP;35;16200;Franca;358539
PI;22;4006;Francinópolis;5345
PR;41;8320;Francisco Alves;5942
PI;22;4105;Francisco Ayres;4300
MG;31;26505;Francisco Badaró;10311
PR;41;8403;Francisco Beltrão;93308
RN;24;3905;Francisco Dantas;2801
MG;31;26604;Francisco Dumont;5268
PI;22;4154;Francisco Macedo;3216
SP;35;16309;Francisco Morato;179372
MG;31;26703;Francisco Sá;26459
PI;22;4204;Francisco Santos;9423
MG;31;26752;Franciscópolis;5287
SP;35;16408;Franco da Rocha;158438
CE;23;4509;Frecheirinha;14195
RS;43;8508;Frederico Westphalen;31675
MG;31;26802;Frei Gaspar;5858
MG;31;26901;Frei Inocêncio;9716
MG;31;26950;Frei Lagonegro;3496
PB;25;6202;Frei Martinho;2989
PE;26;5806;Frei Miguelinho;15633
SE;28;2304;Frei Paulo;15688
SC;42;5555;Frei Rogério;1918
MG;31;27008;Fronteira;18866
MG;31;27057;Fronteira dos Vales;4542
PI;22;4303;Fronteiras;11690
MG;31;27073;Fruta de Leite;5232
MG;31;27107;Frutal;60508
RN;24;4002;Frutuoso Gomes;4015
ES;32;2207;Fundão;22379
MG;31;27206;Funilândia;4434
SP;35;16507;Gabriel Monteiro;2776
PB;25;6251;Gado Bravo;8292
SP;35;16606;Gália;6419
MG;31;27305;Galiléia;6764
RN;24;4101;Galinhos;2903
SC;42;5605;Galvão;2711
PE;26;5905;Gameleira;31578
GO;52;8152;Gameleira de Goiás;3923
MG;31;27339;Gameleiras;5084
BA;29;11204;Gandu;32778
PE;26;6002;Garanhuns;141347
SE;28;2403;Gararu;11599
SP;35;16705;Garça;44429
RS;43;8607;Garibaldi;35794
SC;42;5704;Garopaba;24070
PA;15;3077;Garrafão do Norte;26155
RS;43;8656;Garruchos;2851
SC;42;5803;Garuva;18816
SC;42;5902;Gaspar;71925
SP;35;16804;Gastão Vidigal;4911
MT;51;3858;Gaúcha do Norte;7913
RS;43;8706;Gaurama;5447
BA;29;11253;Gavião;4417
SP;35;16853;Gavião Peixoto;4841
PI;22;4352;Geminiano;5477
RS;43;8805;General Câmara;8339
MT;51;3908;General Carneiro;5726
PR;41;8502;General Carneiro;13661
SE;28;2502;General Maynard;3421
SP;35;16903;General Salgado;10855
CE;23;4608;General Sampaio;7767
RS;43;8854;Gentil;1619
BA;29;11303;Gentio do Ouro;11284
SP;35;17000;Getulina;11485
RS;43;8904;Getúlio Vargas;16158
PI;22;4402;Gilbués;10698
AL;27;2900;Girau do Ponciano;41549
RS;43;9001;Giruá;15729
MG;31;27354;Glaucilândia;3177
SP;35;17109;Glicério;4842
BA;29;11402;Glória;15247
MS;50;4007;Glória de Dourados;9934
PE;26;6101;Glória do Goitá;30847
MT;51;3957;Glória D'Oeste;2990
RS;43;9050;Glorinha;8304
MA;21;4305;Godofredo Viana;12104
PR;41;8551;Godoy Moreira;2850
MG;31;27370;Goiabeira;3402
MG;31;27388;Goiana;4014
PE;26;6200;Goiana;80345
GO;52;8400;Goianápolis;11217
GO;52;8509;Goiandira;5650
GO;52;8608;Goianésia;72045
PA;15;3093;Goianésia do Pará;41678
GO;52;8707;Goiânia;1555626
RN;24;4200;Goianinha;27004
GO;52;8806;Goianira;46278
TO;17;8304;Goianorte;5136
GO;52;8905;Goiás;22122
TO;17;9005;Goiatins;13169
GO;52;9101;Goiatuba;34307
PR;41;8601;Goioerê;28734
PR;41;8650;Goioxim;6997
MG;31;27404;Gonçalves;4360
MA;21;4404;Gonçalves Dias;17953
BA;29;11501;Gongogi;6852
MG;31;27503;Gonzaga;6184
MG;31;27602;Gouveia;11811
GO;52;9150;Gouvelândia;6076
MA;21;4503;Governador Archer;10931
SC;42;6009;Governador Celso Ramos;14739
RN;24;4309;Governador Dix-Sept Rosado;13115
MA;21;4552;Governador Edison Lobão;18740
MA;21;4602;Governador Eugênio Barros;14703
RO;11;1005;Governador Jorge Teixeira;7130
ES;32;2256;Governador Lindenberg;13047
MA;21;4628;Governador Luiz Rocha;7878
BA;29;11600;Governador Mangabeira;20800
MA;21;4651;Governador Newton Bello;10121
MA;21;4677;Governador Nunes Freire;25502
MG;31;27701;Governador Valadares;282164
CE;23;4657;Graça;14415
MA;21;4701;Graça Aranha;6261
SE;28;2601;Gracho Cardoso;5831
MA;21;4800;Grajaú;70692
RS;43;9100;Gramado;36864
RS;43;9126;Gramado dos Loureiros;2036
RS;43;9159;Gramado Xavier;4378
PR;41;8700;Grandes Rios;5379
PE;26;6309;Granito;7586
CE;23;4707;Granja;55170
CE;23;4806;Granjeiro;4784
MG;31;27800;Grão Mogol;15943
SC;42;6108;Grão Pará;6621
PE;26;6408;Gravatá;85309
RS;43;9209;Gravataí;285564
SC;42;6207;Gravatal;11652
CE;23;4905;Groaíras;11219
RN;24;4408;Grossos;10541
MG;31;27909;Grupiara;1386
RS;43;9258;Guabiju;1478
SC;42;6306;Guabiruba;24922
ES;32;2306;Guaçuí;31372
PI;22;4501;Guadalupe;10496
RS;43;9308;Guaíba;98331
SP;35;17208;Guaiçara;12416
SP;35;17307;Guaimbê;5806
PR;41;8809;Guaíra;33497
SP;35;17406;Guaíra;41283
PR;41;8908;Guairaçá;6635
CE;23;4954;Guaiúba;26508
AM;13;1654;Guajará;17193
RO;11;106;Guajará-Mirim;46930
BA;29;11659;Guajeru;6371
RN;24;4507;Guamaré;16261
PR;41;8957;Guamiranga;8881
BA;29;11709;Guanambi;85353
MG;31;28006;Guanhães;34818
MG;31;28105;Guapé;14269
SP;35;17505;Guapiaçu;22087
SP;35;17604;Guapiara;16896
RJ;33;1850;Guapimirim;62225
PR;41;9005;Guapirama;3767
GO;52;9200;Guapó;14206
RS;43;9407;Guaporé;26199
PR;41;9104;Guaporema;2239
SP;35;17703;Guará;21394
PB;25;6301;Guarabira;59389
SP;35;17802;Guaraçaí;8258
PR;41;9203;Guaraci;5557
SP;35;17901;Guaraci;11382
MG;31;28204;Guaraciaba;10307
SC;42;6405;Guaraciaba;9964
CE;23;5001;Guaraciaba do Norte;40921
MG;31;28253;Guaraciama;5005
TO;17;9302;Guaraí;26403
GO;52;9291;Guaraíta;1905
CE;23;5100;Guaramiranga;5073
SC;42;6504;Guaramirim;46757
MG;31;28303;Guaranésia;19014
MG;31;28402;Guarani;8926
RS;43;9506;Guarani das Missões;7393
GO;52;9408;Guarani de Goiás;3801
SP;35;18008;Guarani d'Oeste;1996
PR;41;9302;Guaraniaçu;11969
SP;35;18107;Guarantã;6685
MT;51;4104;Guarantã do Norte;36439
ES;32;2405;Guarapari;128504
PR;41;9401;Guarapuava;183755
PR;41;9500;Guaraqueçaba;7554
MG;31;28501;Guarará;3755
SP;35;18206;Guararapes;33257
SP;35;18305;Guararema;30465
BA;29;11808;Guaratinga;20565
SP;35;18404;Guaratinguetá;123192
PR;41;9609;Guaratuba;37974
MG;31;28600;Guarda-Mor;6558
SP;35;18503;Guareí;19244
SP;35;18602;Guariba;40857
PI;22;4550;Guaribas;4573
GO;52;9457;Guarinos;1681
SP;35;18701;Guarujá;324977
SC;42;6603;Guarujá do Sul;5196
SP;35;18800;Guarulhos;1404694
SC;42;6652;Guatambú;4692
SP;35;18859;Guatapará;7760
MG;31;28709;Guaxupé;52234
MS;50;4106;Guia Lopes da Laguna;9754
MG;31;28808;Guidoval;7026
MA;21;4909;Guimarães;11966
MG;31;28907;Guimarânia;8168
MT;51;4203;Guiratinga;15740
MG;31;29004;Guiricema;8296
MG;31;29103;Gurinhatã;5516
PB;25;6400;Gurinhém;14125
PB;25;6509;Gurjão;3477
PA;15;3101;Gurupá;34127
TO;17;9500;Gurupi;88428
SP;35;18909;Guzolândia;5346
RS;43;9555;Harmonia;4967
GO;52;9606;Heitoraí;3742
MG;31;29202;Heliodora;6623
BA;29;11857;Heliópolis;12946
SP;35;19006;Herculândia;9649
RS;43;7104;Herval;6807
SC;42;6702;Herval d'Oeste;22820
RS;43;9571;Herveiras;3019
CE;23;5209;Hidrolândia;20126
GO;52;9705;Hidrolândia;22533
GO;52;9804;Hidrolina;3450
SP;35;19055;Holambra;15605
PR;41;9658;Honório Serpa;5030
CE;23;5233;Horizonte;69688
RS;43;9605;Horizontina;19446
SP;35;19071;Hortolândia;237570
PI;22;4600;Hugo Napoleão;3880
RS;43;9654;Hulha Negra;6894
AM;13;1704;Humaitá;57195
RS;43;9704;Humaitá;4712
MA;21;5005;Humberto de Campos;29143
SP;35;19105;Iacanga;12002
GO;52;9903;Iaciara;14215
SP;35;19204;Iacri;6269
BA;29;11907;Iaçu;23950
MG;31;29301;Iapu;11085
SP;35;19253;Iaras;9786
PE;26;6507;Iati;19284
PR;41;9708;Ibaiti;31854
RS;43;9753;Ibarama;4393
CE;23;5266;Ibaretama;13385
SP;35;19303;Ibaté;35830
AL;27;3007;Ibateguara;15637
ES;32;2454;Ibatiba;26762
PR;41;9757;Ibema;6387
MG;31;29400;Ibertioga;4999
MG;31;29509;Ibiá;25511
RS;43;9803;Ibiaçá;4690
MG;31;29608;Ibiaí;8478
SC;42;6751;Ibiam;1952
CE;23;5308;Ibiapina;25165
PB;25;6608;Ibiara;5877
BA;29;12004;Ibiassucê;8849
BA;29;12103;Ibicaraí;21083
SC;42;6801;Ibicaré;3154
BA;29;12202;Ibicoara;19990
BA;29;12301;Ibicuí;16262
CE;23;5332;Ibicuitinga;12730
PE;26;6606;Ibimirim;29585
BA;29;12400;Ibipeba;18421
BA;29;12509;Ibipitanga;14989
PR;41;9807;Ibiporã;55688
BA;29;12608;Ibiquera;4047
SP;35;19402;Ibirá;12639
MG;31;29657;Ibiracatu;5340
MG;31;29707;Ibiraci;14128
ES;32;2504;Ibiraçu;12701
RS;43;9902;Ibiraiaras;7267
PE;26;6705;Ibirajuba;7773
SC;42;6900;Ibirama;19238
BA;29;12707;Ibirapitanga;23433
BA;29;12806;Ibirapuã;8740
RS;43;9951;Ibirapuitã;3988
SP;35;19501;Ibirarema;7926
BA;29;12905;Ibirataia;14476
MG;31;29806;Ibirité;184030
RS;43;10009;Ibirubá;20474
BA;29;13002;Ibitiara;16463
SP;35;19600;Ibitinga;61150
ES;32;2553;Ibitirama;8830
BA;29;13101;Ibititá;17048
MG;31;29905;Ibitiúra de Minas;3497
MG;31;30002;Ibituruna;3003
SP;35;19709;Ibiúna;80062
BA;29;13200;Ibotirama;27076
CE;23;5357;Icapuí;20183
SC;42;7007;Içara;58055
MG;31;30051;Icaraí de Minas;12200
PR;41;9906;Icaraíma;7671
MA;21;5104;Icatu;27423
SP;35;19808;Icém;8363
BA;29;13309;Ichu;6232
CE;23;5407;Icó;68303
ES;32;2603;Iconha;14083
RN;24;4606;Ielmo Marinho;14033
SP;35;19907;Iepê;8228
AL;27;3106;Igaci;25596
BA;29;13408;Igaporã;15661
SP;35;20004;Igaraçu do Tietê;24821
PB;25;2607;Igaracy;6092
SP;35;20103;Igarapava;30791
MG;31;30101;Igarapé;44561
MA;21;5153;Igarapé do Meio;14470
MA;21;5203;Igarapé Grande;11453
PA;15;3200;Igarapé-Açu;39234
PA;15;3309;Igarapé-Miri;63367
PE;26;6804;Igarassu;119690
SP;35;20202;Igaratá;9631
MG;31;30200;Igaratinga;11146
BA;29;13457;Igrapiúna;12963
AL;27;3205;Igreja Nova;24670
RS;43;10108;Igrejinha;37754
RJ;33;1876;Iguaba Grande;29344
BA;29;13507;Iguaí;27006
SP;35;20301;Iguape;31117
PR;41;10003;Iguaraçu;4475
PE;26;6903;Iguaracy;12265
MG;31;30309;Iguatama;7901
MS;50;4304;Iguatemi;16273
CE;23;5506;Iguatu;103633
PR;41;10052;Iguatu;2251
MG;31;30408;Ijaci;6667
RS;43;10207;Ijuí;84041
SP;35;20426;Ilha Comprida;11552
SE;28;2700;Ilha das Flores;8522
PE;26;7604;Ilha de Itamaracá;27076
PI;22;4659;Ilha Grande;9487
SP;35;20442;Ilha Solteira;26886
SP;35;20400;Ilhabela;36194
BA;29;13606;Ilhéus;157639
SC;42;7106;Ilhota;14531
MG;31;30507;Ilicínea;12511
RS;43;10306;Ilópolis;4054
PB;25;6707;Imaculada;11877
SC;42;7205;Imaruí;9764
PR;41;10078;Imbaú;13449
RS;43;10330;Imbé;23721
MG;31;30556;Imbé de Minas;6976
SC;42;7304;Imbituba;45711
PR;41;10102;Imbituva;33306
SC;42;7403;Imbuia;6284
RS;43;10363;Imigrante;3103
MA;21;5302;Imperatriz;259980
PR;41;10201;Inácio Martins;11117
GO;52;9937;Inaciolândia;6275
PE;26;7000;Inajá;24034
PR;41;10300;Inajá;3122
MG;31;30606;Inconfidentes;7387
MG;31;30655;Indaiabira;7328
SC;42;7502;Indaial;72346
SP;35;20509;Indaiatuba;260690
CE;23;5605;Independência;26196
RS;43;10405;Independência;6054
SP;35;20608;Indiana;4873
MG;31;30705;Indianópolis;7009
PR;41;10409;Indianópolis;4472
SP;35;20707;Indiaporã;3876
GO;52;9952;Indiara;15962
SE;28;2809;Indiaroba;18337
MT;51;4500;Indiavaí;2806
PB;25;6806;Ingá;18184
MG;31;30804;Ingaí;2785
PE;26;7109;Ingazeira;4537
RS;43;10413;Inhacorá;2207
BA;29;13705;Inhambupe;40720
PA;15;3408;Inhangapi;12009
AL;27;3304;Inhapi;18398
MG;31;30903;Inhapim;24020
MG;31;31000;Inhaúma;6352
PI;22;4709;Inhuma;15330
GO;52;10000;Inhumas;53655
MG;31;31109;Inimutaba;7605
MS;50;4403;Inocência;7566
SP;35;20806;Inúbia Paulista;4045
SC;42;7577;Iomerê;2979
MG;31;31158;Ipaba;18926
GO;52;10109;Ipameri;27365
MG;31;31208;Ipanema;20133
RN;24;4705;Ipanguaçu;15759
CE;23;5654;Ipaporanga;11597
MG;31;31307;Ipatinga;267333
CE;23;5704;Ipaumirim;12507
SP;35;20905;Ipaussu;15165
RS;43;10439;Ipê;6736
BA;29;13804;Ipecaetá;14229
SP;35;21002;Iperó;38771
SP;35;21101;Ipeúna;7824
MG;31;31406;Ipiaçu;4229
BA;29;13903;Ipiaú;45969
SP;35;21150;Ipiguá;5557
BA;29;14000;Ipira;59281
SC;42;7601;Ipira;4367
PR;41;10508;Ipiranga;15327
GO;52;10158;Ipiranga de Goiás;2892
MT;51;4526;Ipiranga do Norte;8182
PI;22;4808;Ipiranga do Piauí;9863
RS;43;10462;Ipiranga do Sul;1871
AM;13;1803;Ipixuna;31172
PA;15;3457;Ipixuna do Pará;67170
PE;26;7208;Ipojuca;99101
GO;52;10208;Iporá;31471
PR;41;10607;Iporã;13642
SC;42;7650;Iporã do Oeste;9093
SP;35;21200;Iporanga;4180
CE;23;5803;Ipu;42148
SP;35;21309;Ipuã;16794
SC;42;7684;Ipuaçu;7643
PE;26;7307;Ipubi;31515
RN;24;4804;Ipueira;2264
CE;23;5902;Ipueiras;38064
TO;17;9807;Ipueiras;2088
MG;31;31505;Ipuiúna;10156
SC;42;7700;Ipumirim;7647
BA;29;14109;Ipupiara;9954
CE;23;6009;Iracema;14351
RR;14;282;Iracema;12637
PR;41;10656;Iracema do Oeste;2216
SP;35;21408;Iracemápolis;24982
SC;42;7759;Iraceminha;3901
RS;43;10504;Iraí;7046
MG;31;31604;Iraí de Minas;7067
BA;29;14208;Irajuba;7295
BA;29;14307;Iramaia;7874
AM;13;1852;Iranduba;49718
SC;42;7809;Irani;10575
SP;35;21507;Irapuã;8101
SP;35;21606;Irapuru;8356
BA;29;14406;Iraquara;25728
BA;29;14505;Irará;29305
PR;41;10706;Irati;61439
SC;42;7858;Irati;1887
